City,Latitude,Longitude,State
Shamli,29.4483494,77.3087719,Uttar Pradesh
Sitapur,27.5615568,80.6840082,Uttar Pradesh
Sonbhadra,25.1249264,84.7230005,Uttar Pradesh
Sultanpur,26.2588602,82.0716893,Uttar Pradesh
Unnao,26.543584,80.487148,Uttar Pradesh
Varanasi,25.3356491,83.0076292,Uttar Pradesh
Almora,29.601699,79.6632635,Uttarakhand
Bageshwar,29.837601,79.771398,Uttarakhand
Chamoli,29.275581,79.7396064,Uttarakhand
Champawat,29.3372715,80.0920862,Uttarakhand
Dehradun,30.3255646,78.0436813,Uttarakhand
Nainital,29.3917821,79.455569,Uttarakhand
Haridwar,28.0193943,82.489104,Uttarakhand
Pithoragarh,29.585871,80.215167,Uttarakhand
Rudraprayag,30.28656,78.98072,Uttarakhand
Alipurduar,26.4851573,89.5246926,West Bengal
Uttarkashi,30.7291049,78.4403495,Uttarakhand
Bankura,23.235601,87.0660229,West Bengal
Cooch Behar,26.3223696,89.4592445,West Bengal
Darjeeling,27.0377554,88.263176,West Bengal
Hooghly,-36.9063375,143.6633281,West Bengal
Howrah,22.5736296,88.3251045,West Bengal
Jalpaiguri,26.5242688,88.7201082,West Bengal
Jhargram,22.4538505,86.9949477,West Bengal
Kalimpong,27.0702869,88.4723676,West Bengal
Kolkata,22.5414185,88.35769124,West Bengal
Malda,25.0057449,88.1398483,West Bengal
Nadia,-32.1137744,133.5081836,West Bengal
Murshidabad,24.1745993,88.2721335,West Bengal
Purba Bardhaman,23.41888815,87.85401622,West Bengal
Purba Medinipur,22.2788123,87.92250436,West Bengal
Purulia,23.3291882,86.3672378,West Bengal
Central Delhi,28.6562,77.2245,Delhi
East Delhi,28.6507,77.3027,Delhi
New Delhi,28.6139,77.209,Delhi
North Delhi,28.715,77.1647,Delhi
North East Delhi,28.7216,77.2766,Delhi
North West Delhi,28.7193,77.0676,Delhi
Shahdara,28.6758,77.2892,Delhi
South Delhi,28.4819,77.1873,Delhi
South East Delhi,28.539,77.2793,Delhi
South West Delhi,28.5916,76.934,Delhi
West Delhi,28.6663,77.1031,Delhi
